field,value,campo,valore,n_scheda
,,ext_notes,,42176
,,ext_url,https://openlibrary.org/works/OL7243611W,42176
,,ext_source,Open Library,42177
,,ext_match_score,0.930,42177
,,ext_title,Ce que croyait pascal,42177
,,ext_author,Garrone Gabriel-marie,42177
,,ext_year,1969,42177
,,ext_publisher,,42177
,,ext_place,,42177
,,ext_language,eng,42177
,,ext_physical_desc,,42177
,,ext_identifiers,{},42177
,,ext_notes,,42177
,,ext_url,https://openlibrary.org/works/OL34581661W,42177
,,ext_source,Open Library,42178
,,ext_match_score,0.597,42178
,,ext_title,The intellectual life,42178
,,ext_author,Antonin Sertillanges,42178
,,ext_year,1946,42178
,,ext_publisher,,42178
,,ext_place,,42178
,,ext_language,eng,42178
,,ext_physical_desc,,42178
,,ext_identifiers,{},42178
,,ext_notes,,42178
,,ext_url,https://openlibrary.org/works/OL1188144W,42178
,,ext_source,Open Library,42179
,,ext_match_score,0.571,42179
,,ext_title,Mission industrielle ou prêtres-ouvriers?,42179
,,ext_author,"Wickham, Edward Ralph Bishop",42179
,,ext_year,1967,42179
,,ext_publisher,,42179
,,ext_place,,42179
,,ext_language,eng,42179
,,ext_physical_desc,,42179
,,ext_identifiers,{},42179
,,ext_notes,,42179
,,ext_url,https://openlibrary.org/works/OL42846019W,42179
,,ext_source,Open Library,42180
,,ext_match_score,0.667,42180
,,ext_title,La Rédemption par le sang,42180
,,ext_author,O.C.D Philippe de la Trinité,42180
,,ext_year,1959,42180
,,ext_publisher,,42180
,,ext_place,,42180
,,ext_language,fre,42180
,,ext_physical_desc,,42180
,,ext_identifiers,{},42180
,,ext_notes,,42180
,,ext_url,https://openlibrary.org/works/OL13548306W,42180
,,ext_source,NOT_FOUND,41139
,,ext_match_score,0.000,41139
,,ext_title,,41139
,,ext_author,,41139
,,ext_year,,41139
,,ext_publisher,,41139
,,ext_place,,41139
,,ext_language,,41139
,,ext_physical_desc,,41139
,,ext_identifiers,{},41139
,,ext_notes,,41139
,,ext_url,,41139
,,ext_source,NOT_FOUND,41140
,,ext_match_score,0.000,41140
,,ext_title,,41140
,,ext_author,,41140
,,ext_year,,41140
,,ext_publisher,,41140
,,ext_place,,41140
,,ext_language,,41140
,,ext_physical_desc,,41140
,,ext_identifiers,{},41140
,,ext_notes,,41140
,,ext_url,,41140
,,ext_source,NOT_FOUND,41148
,,ext_match_score,0.000,41148
,,ext_title,,41148
,,ext_author,,41148
,,ext_year,,41148
,,ext_publisher,,41148
,,ext_place,,41148
,,ext_language,,41148
,,ext_physical_desc,,41148
,,ext_identifiers,{},41148
,,ext_notes,,41148
,,ext_url,,41148
,,ext_source,Open Library,41149
,,ext_match_score,0.335,41149
,,ext_title,Viatico viennese,41149
,,ext_author,Ricardo De Mambro Santos,41149
,,ext_year,1998,41149
,,ext_publisher,,41149
,,ext_place,,41149
,,ext_language,ita,41149
,,ext_physical_desc,,41149
,,ext_identifiers,{},41149
,,ext_notes,,41149
,,ext_url,https://openlibrary.org/works/OL12033760W,41149
,,ext_source,NOT_FOUND,41158
,,ext_match_score,0.000,41158
,,ext_title,,41158
,,ext_author,,41158
,,ext_year,,41158
,,ext_publisher,,41158
,,ext_place,,41158
,,ext_language,,41158
,,ext_physical_desc,,41158
,,ext_identifiers,{},41158
,,ext_notes,,41158
,,ext_url,,41158
,,ext_source,Open Library,41162
,,ext_match_score,0.596,41162
,,ext_title,Introduzione alla filosofia [per] Guido Calogero e Guido De Ruggiero,41162
,,ext_author,Guido Calogero,41162
,,ext_year,1953,41162
,,ext_publisher,,41162
,,ext_place,,41162
,,ext_language,ita,41162
,,ext_physical_desc,,41162
,,ext_identifiers,{},41162
,,ext_notes,,41162
,,ext_url,https://openlibrary.org/works/OL35497646W,41162
,,ext_source,Open Library,41163
,,ext_match_score,0.566,41163
,,ext_title,Introduzione alla filosofia [per] Guido Calogero e Guido De Ruggiero,41163
,,ext_author,Guido Calogero,41163
,,ext_year,1953,41163
,,ext_publisher,,41163
,,ext_place,,41163
,,ext_language,ita,41163
,,ext_physical_desc,,41163
,,ext_identifiers,{},41163
,,ext_notes,,41163
,,ext_url,https://openlibrary.org/works/OL35497646W,41163
,,ext_source,Open Library,41164
,,ext_match_score,0.568,41164
,,ext_title,Introduzione alla filosofia [per] Guido Calogero e Guido De Ruggiero,41164
,,ext_author,Guido Calogero,41164
,,ext_year,1953,41164
,,ext_publisher,,41164
,,ext_place,,41164
,,ext_language,ita,41164
,,ext_physical_desc,,41164
,,ext_identifiers,{},41164
,,ext_notes,,41164
,,ext_url,https://openlibrary.org/works/OL35497646W,41164
,,ext_source,NOT_FOUND,41166
,,ext_match_score,0.000,41166
,,ext_title,,41166
,,ext_author,,41166
,,ext_year,,41166
,,ext_publisher,,41166
,,ext_place,,41166
,,ext_language,,41166
,,ext_physical_desc,,41166
,,ext_identifiers,{},41166
,,ext_notes,,41166
,,ext_url,,41166
,,ext_source,Open Library,41178
,,ext_match_score,0.439,41178
,,ext_title,I grandi delitti italiani risolti o irrisolti,41178
,,ext_author,Massimo Centini,41178
,,ext_year,2005,41178
,,ext_publisher,,41178
,,ext_place,,41178
,,ext_language,ita,41178
,,ext_physical_desc,,41178
,,ext_identifiers,{},41178
,,ext_notes,,41178
,,ext_url,https://openlibrary.org/works/OL24026426W,41178
,,ext_source,Open Library,41180
,,ext_match_score,0.313,41180
,,ext_title,Justinus Kerner,41180
,,ext_author,Justinus Andreas Christian Kerner,41180
,,ext_year,1986,41180
,,ext_publisher,,41180
,,ext_place,,41180
,,ext_language,ger,41180
,,ext_physical_desc,,41180
,,ext_identifiers,{},41180
,,ext_notes,,41180
,,ext_url,https://openlibrary.org/works/OL18294163W,41180
,,ext_source,NOT_FOUND,41188
,,ext_match_score,0.000,41188
,,ext_title,,41188
,,ext_author,,41188
,,ext_year,,41188
,,ext_publisher,,41188
,,ext_place,,41188
,,ext_language,,41188
,,ext_physical_desc,,41188
,,ext_identifiers,{},41188
,,ext_notes,,41188
,,ext_url,,41188
,,ext_source,NOT_FOUND,41189
,,ext_match_score,0.000,41189
,,ext_title,,41189
,,ext_author,,41189
,,ext_year,,41189
,,ext_publisher,,41189
,,ext_place,,41189
,,ext_language,,41189
,,ext_physical_desc,,41189
,,ext_identifiers,{},41189
,,ext_notes,,41189
,,ext_url,,41189
,,ext_source,NOT_FOUND,41195
,,ext_match_score,0.000,41195
,,ext_title,,41195
,,ext_author,,41195
,,ext_year,,41195
,,ext_publisher,,41195
,,ext_place,,41195
,,ext_language,,41195
,,ext_physical_desc,,41195
,,ext_identifiers,{},41195
,,ext_notes,,41195
,,ext_url,,41195
,,ext_source,Internet Archive,41199
,,ext_match_score,0.522,41199
,,ext_title,The essential Thomas More,41199
,,ext_author,"More, Thomas, Saint, 1478-1535",41199
,,ext_year,1967,41199
,,ext_publisher,New York ; Toronto : New American Library,41199
,,ext_place,,41199
,,ext_language,eng,41199
,,ext_physical_desc,302 p,41199
,,ext_identifiers,"{""identifier"": ""essentialthomasm0000unse""}",41199
,,ext_notes,pen markings.<br />obscured back cover.<br />,41199
,,ext_url,https://archive.org/details/essentialthomasm0000unse,41199
,,ext_source,Open Library,41200
,,ext_match_score,0.296,41200
,,ext_title,La Filosofia di Giambattista Vico,41200
,,ext_author,Fausto Nicolini,41200
,,ext_year,1950,41200
,,ext_publisher,,41200
,,ext_place,,41200
,,ext_language,ita,41200
,,ext_physical_desc,,41200
,,ext_identifiers,{},41200
,,ext_notes,,41200
,,ext_url,https://openlibrary.org/works/OL42235636W,41200
,,ext_source,Open Library,41201
,,ext_match_score,0.296,41201
,,ext_title,La Filosofia di Giambattista Vico,41201
,,ext_author,Fausto Nicolini,41201
,,ext_year,1950,41201
,,ext_publisher,,41201
,,ext_place,,41201
,,ext_language,ita,41201
,,ext_physical_desc,,41201
,,ext_identifiers,{},41201
,,ext_notes,,41201
,,ext_url,https://openlibrary.org/works/OL42235636W,41201
,,ext_source,Open Library,41203
,,ext_match_score,0.388,41203
,,ext_title,Diabetes Tagebuch,41203
,,ext_author,Karl Simpson,41203
,,ext_year,2020,41203
,,ext_publisher,,41203
,,ext_place,,41203
,,ext_language,ger,41203
,,ext_physical_desc,,41203
,,ext_identifiers,{},41203
,,ext_notes,,41203
,,ext_url,https://openlibrary.org/works/OL21934297W,41203
,,ext_source,Open Library,41204
,,ext_match_score,0.388,41204
,,ext_title,Diabetes Tagebuch,41204
,,ext_author,Karl Simpson,41204
,,ext_year,2020,41204
,,ext_publisher,,41204
,,ext_place,,41204
,,ext_language,ger,41204
,,ext_physical_desc,,41204
,,ext_identifiers,{},41204
,,ext_notes,,41204
,,ext_url,https://openlibrary.org/works/OL21934297W,41204
,,ext_source,Open Library,41205
,,ext_match_score,0.388,41205
,,ext_title,Diabetes Tagebuch,41205
,,ext_author,Karl Simpson,41205
,,ext_year,2020,41205
,,ext_publisher,,41205
,,ext_place,,41205
,,ext_language,ger,41205
,,ext_physical_desc,,41205
,,ext_identifiers,{},41205
,,ext_notes,,41205
,,ext_url,https://openlibrary.org/works/OL21934297W,41205
,,ext_source,Open Library,41206
,,ext_match_score,0.339,41206
,,ext_title,La Divina Commedia,41206
,,ext_author,Dante Alighieri,41206
,,ext_year,1472,41206
,,ext_publisher,,41206
,,ext_place,,41206
,,ext_language,pol,41206
,,ext_physical_desc,,41206
,,ext_identifiers,{},41206
,,ext_notes,,41206
,,ext_url,https://openlibrary.org/works/OL93082W,41206
,,ext_source,NOT_FOUND,41211
,,ext_match_score,0.000,41211
,,ext_title,,41211
,,ext_author,,41211
,,ext_year,,41211
,,ext_publisher,,41211
,,ext_place,,41211
,,ext_language,,41211
,,ext_physical_desc,,41211
,,ext_identifiers,{},41211
,,ext_notes,,41211
,,ext_url,,41211
,,ext_source,NOT_FOUND,41251
,,ext_match_score,0.000,41251
,,ext_title,,41251
,,ext_author,,41251
,,ext_year,,41251
,,ext_publisher,,41251
,,ext_place,,41251
,,ext_language,,41251
,,ext_physical_desc,,41251
,,ext_identifiers,{},41251
,,ext_notes,,41251
,,ext_url,,41251
,,ext_source,Open Library,41259
,,ext_match_score,0.312,41259
,,ext_title,La filosofia della parola di Ferdinand Ebner,41259
,,ext_author,Silvano Zucal,41259
,,ext_year,1999,41259
,,ext_publisher,,41259
,,ext_place,,41259
,,ext_language,ita,41259
,,ext_physical_desc,,41259
,,ext_identifiers,{},41259
,,ext_notes,,41259
,,ext_url,https://openlibrary.org/works/OL18927603W,41259
,,ext_source,Open Library,41260
,,ext_match_score,0.339,41260
,,ext_title,La transcendencia en el marxismo de Roger Garaudy,41260
,,ext_author,Julián Rodríguez V.,41260
,,ext_year,1984,41260
,,ext_publisher,,41260
,,ext_place,,41260
,,ext_language,spa,41260
,,ext_physical_desc,,41260
,,ext_identifiers,{},41260
,,ext_notes,,41260
,,ext_url,https://openlibrary.org/works/OL4703883W,41260
,,ext_source,Open Library,41282
,,ext_match_score,0.536,41282
,,ext_title,Une carte d'Amérique datée de 1669,41282
,,ext_author,"Marcel, Gabriel",41282
,,ext_year,1891,41282
,,ext_publisher,,41282
,,ext_place,,41282
,,ext_language,fre,41282
,,ext_physical_desc,,41282
,,ext_identifiers,{},41282
,,ext_notes,,41282
,,ext_url,https://openlibrary.org/works/OL131906W,41282
,,ext_source,Open Library,41288
,,ext_match_score,0.399,41288
,,ext_title,Alberto Giacometti,41288
,,ext_author,Alberto Giacometti,41288
,,ext_year,1955,41288
,,ext_publisher,,41288
,,ext_place,,41288
,,ext_language,eng,41288
,,ext_physical_desc,,41288
,,ext_identifiers,{},41288
,,ext_notes,,41288
,,ext_url,https://openlibrary.org/works/OL2206872W,41288
,,ext_source,Open Library,41289
,,ext_match_score,0.382,41289
,,ext_title,La Divina Commedia,41289
,,ext_author,Dante Alighieri,41289
,,ext_year,1472,41289
,,ext_publisher,,41289
,,ext_place,,41289
,,ext_language,pol,41289
,,ext_physical_desc,,41289
,,ext_identifiers,{},41289
,,ext_notes,,41289
,,ext_url,https://openlibrary.org/works/OL93082W,41289
,,ext_source,Open Library,41290
,,ext_match_score,0.382,41290
,,ext_title,La Divina Commedia,41290
,,ext_author,Dante Alighieri,41290
,,ext_year,1472,41290
,,ext_publisher,,41290
,,ext_place,,41290
,,ext_language,pol,41290
,,ext_physical_desc,,41290
,,ext_identifiers,{},41290
,,ext_notes,,41290
,,ext_url,https://openlibrary.org/works/OL93082W,41290
,,ext_source,Open Library,41292
,,ext_match_score,0.382,41292
,,ext_title,La Divina Commedia,41292
,,ext_author,Dante Alighieri,41292
,,ext_year,1472,41292
,,ext_publisher,,41292
,,ext_place,,41292
,,ext_language,pol,41292
,,ext_physical_desc,,41292
,,ext_identifiers,{},41292
,,ext_notes,,41292
,,ext_url,https://openlibrary.org/works/OL93082W,41292
,,ext_source,Open Library,41294
,,ext_match_score,0.382,41294
,,ext_title,La Divina Commedia,41294
,,ext_author,Dante Alighieri,41294
,,ext_year,1472,41294
,,ext_publisher,,41294
,,ext_place,,41294
,,ext_language,pol,41294
,,ext_physical_desc,,41294
,,ext_identifiers,{},41294
,,ext_notes,,41294
,,ext_url,https://openlibrary.org/works/OL93082W,41294
,,ext_source,Open Library,41295
,,ext_match_score,0.382,41295
,,ext_title,La Divina Commedia,41295
,,ext_author,Dante Alighieri,41295
,,ext_year,1472,41295
,,ext_publisher,,41295
,,ext_place,,41295
,,ext_language,pol,41295
,,ext_physical_desc,,41295
,,ext_identifiers,{},41295
,,ext_notes,,41295
,,ext_url,https://openlibrary.org/works/OL93082W,41295
,,ext_source,Open Library,41296
,,ext_match_score,0.382,41296
,,ext_title,La Divina Commedia,41296
,,ext_author,Dante Alighieri,41296
,,ext_year,1472,41296
,,ext_publisher,,41296
,,ext_place,,41296
,,ext_language,pol,41296
,,ext_physical_desc,,41296
,,ext_identifiers,{},41296
,,ext_notes,,41296
,,ext_url,https://openlibrary.org/works/OL93082W,41296
,,ext_source,Open Library,41297
,,ext_match_score,0.382,41297
,,ext_title,La Divina Commedia,41297
,,ext_author,Dante Alighieri,41297
,,ext_year,1472,41297
,,ext_publisher,,41297
,,ext_place,,41297
,,ext_language,pol,41297
,,ext_physical_desc,,41297
,,ext_identifiers,{},41297
,,ext_notes,,41297
,,ext_url,https://openlibrary.org/works/OL93082W,41297
,,ext_source,Open Library,41298
,,ext_match_score,0.382,41298
,,ext_title,La Divina Commedia,41298
,,ext_author,Dante Alighieri,41298
,,ext_year,1472,41298
,,ext_publisher,,41298
,,ext_place,,41298
,,ext_language,pol,41298
,,ext_physical_desc,,41298
,,ext_identifiers,{},41298
,,ext_notes,,41298
,,ext_url,https://openlibrary.org/works/OL93082W,41298
,,ext_source,Open Library,41299
,,ext_match_score,0.382,41299
,,ext_title,La Divina Commedia,41299
,,ext_author,Dante Alighieri,41299
,,ext_year,1472,41299
,,ext_publisher,,41299
,,ext_place,,41299
,,ext_language,pol,41299
,,ext_physical_desc,,41299
,,ext_identifiers,{},41299
,,ext_notes,,41299
,,ext_url,https://openlibrary.org/works/OL93082W,41299
,,ext_source,NOT_FOUND,41302
,,ext_match_score,0.000,41302
,,ext_title,,41302
,,ext_author,,41302
,,ext_year,,41302
,,ext_publisher,,41302
,,ext_place,,41302
,,ext_language,,41302
,,ext_physical_desc,,41302
,,ext_identifiers,{},41302
,,ext_notes,,41302
,,ext_url,,41302
,,ext_source,Open Library,41306
,,ext_match_score,0.728,41306
,,ext_title,Saggi ..,41306
,,ext_author,"Semeria, Giovanni",41306
,,ext_year,1967,41306
,,ext_publisher,,41306
,,ext_place,,41306
,,ext_language,ita,41306
,,ext_physical_desc,,41306
,,ext_identifiers,{},41306
,,ext_notes,,41306
,,ext_url,https://openlibrary.org/works/OL2843234W,41306
,,ext_source,Open Library,41307
,,ext_match_score,0.728,41307
,,ext_title,Saggi ..,41307
,,ext_author,"Semeria, Giovanni",41307
,,ext_year,1967,41307
,,ext_publisher,,41307
,,ext_place,,41307
,,ext_language,ita,41307
,,ext_physical_desc,,41307
,,ext_identifiers,{},41307
,,ext_notes,,41307
,,ext_url,https://openlibrary.org/works/OL2843234W,41307
,,ext_source,NOT_FOUND,41316
,,ext_match_score,0.000,41316
,,ext_title,,41316
,,ext_author,,41316
,,ext_year,,41316
,,ext_publisher,,41316
,,ext_place,,41316
,,ext_language,,41316
,,ext_physical_desc,,41316
,,ext_identifiers,{},41316
,,ext_notes,,41316
,,ext_url,,41316
,,ext_source,NOT_FOUND,41317
,,ext_match_score,0.000,41317
,,ext_title,,41317
,,ext_author,,41317
,,ext_year,,41317
,,ext_publisher,,41317
,,ext_place,,41317
,,ext_language,,41317
,,ext_physical_desc,,41317
,,ext_identifiers,{},41317
,,ext_notes,,41317
,,ext_url,,41317
,,ext_source,NOT_FOUND,41318
,,ext_match_score,0.000,41318
,,ext_title,,41318
,,ext_author,,41318
,,ext_year,,41318
,,ext_publisher,,41318
,,ext_place,,41318
,,ext_language,,41318
,,ext_physical_desc,,41318
,,ext_identifiers,{},41318
,,ext_notes,,41318
,,ext_url,,41318
,,ext_source,Open Library,41326
,,ext_match_score,0.324,41326
,,ext_title,Lettre à Jacques Maritain,41326
,,ext_author,Jean Cocteau,41326
,,ext_year,1926,41326
,,ext_publisher,,41326
,,ext_place,,41326
,,ext_language,fre,41326
,,ext_physical_desc,,41326
,,ext_identifiers,{},41326
,,ext_notes,,41326
,,ext_url,https://openlibrary.org/works/OL963526W,41326
,,ext_source,NOT_FOUND,41327
,,ext_match_score,0.000,41327
,,ext_title,,41327
,,ext_author,,41327
,,ext_year,,41327
,,ext_publisher,,41327
,,ext_place,,41327
,,ext_language,,41327
,,ext_physical_desc,,41327
,,ext_identifiers,{},41327
,,ext_notes,,41327
,,ext_url,,41327
,,ext_source,NOT_FOUND,41331
,,ext_match_score,0.000,41331
,,ext_title,,41331
,,ext_author,,41331
,,ext_year,,41331
,,ext_publisher,,41331
,,ext_place,,41331
,,ext_language,,41331
,,ext_physical_desc,,41331
,,ext_identifiers,{},41331
,,ext_notes,,41331
,,ext_url,,41331
,,ext_source,Open Library,41354
,,ext_match_score,0.326,41354
,,ext_title,Paradise Lost,41354
,,ext_author,John Milton,41354
,,ext_year,1667,41354
,,ext_publisher,,41354
,,ext_place,,41354
,,ext_language,ger,41354
,,ext_physical_desc,,41354
,,ext_identifiers,{},41354
,,ext_notes,,41354
,,ext_url,https://openlibrary.org/works/OL810991W,41354
,,ext_source,NOT_FOUND,41365
,,ext_match_score,0.000,41365
,,ext_title,,41365
,,ext_author,,41365
,,ext_year,,41365
,,ext_publisher,,41365
,,ext_place,,41365
,,ext_language,,41365
,,ext_physical_desc,,41365
,,ext_identifiers,{},41365
,,ext_notes,,41365
,,ext_url,,41365
,,ext_source,Open Library,41366
,,ext_match_score,0.460,41366
,,ext_title,"La ""Volontà di potenza"" di Nietzsche e il problema filosofico del superuomo",41366
,,ext_author,Giorgio Brianese,41366
,,ext_year,1990,41366
,,ext_publisher,,41366
,,ext_place,,41366
,,ext_language,ita,41366
,,ext_physical_desc,,41366
,,ext_identifiers,{},41366
,,ext_notes,,41366
,,ext_url,https://openlibrary.org/works/OL19395265W,41366
,,ext_source,Open Library,41367
,,ext_match_score,0.423,41367
,,ext_title,"La ""Volontà di potenza"" di Nietzsche e il problema filosofico del superuomo",41367
,,ext_author,Giorgio Brianese,41367
,,ext_year,1990,41367
,,ext_publisher,,41367
,,ext_place,,41367
,,ext_language,ita,41367
,,ext_physical_desc,,41367
,,ext_identifiers,{},41367
,,ext_notes,,41367
,,ext_url,https://openlibrary.org/works/OL19395265W,41367
,,ext_source,NOT_FOUND,41369
,,ext_match_score,0.000,41369
,,ext_title,,41369
,,ext_author,,41369
,,ext_year,,41369
,,ext_publisher,,41369
,,ext_place,,41369
,,ext_language,,41369
,,ext_physical_desc,,41369
,,ext_identifiers,{},41369
,,ext_notes,,41369
,,ext_url,,41369
,,ext_source,NOT_FOUND,41374
,,ext_match_score,0.000,41374
,,ext_title,,41374
,,ext_author,,41374
,,ext_year,,41374
,,ext_publisher,,41374
,,ext_place,,41374
,,ext_language,,41374
,,ext_physical_desc,,41374
,,ext_identifiers,{},41374
,,ext_notes,,41374
,,ext_url,,41374
,,ext_source,NOT_FOUND,41375
,,ext_match_score,0.000,41375
,,ext_title,,41375
,,ext_author,,41375
,,ext_year,,41375
,,ext_publisher,,41375
,,ext_place,,41375
,,ext_language,,41375
,,ext_physical_desc,,41375
,,ext_identifiers,{},41375
,,ext_notes,,41375
,,ext_url,,41375
,,ext_source,Open Library,41378
,,ext_match_score,0.522,41378
,,ext_title,Filosofia,41378
,,ext_author,Paolo Dezza,41378
,,ext_year,1949,41378
,,ext_publisher,,41378
,,ext_place,,41378
,,ext_language,ita,41378
,,ext_physical_desc,,41378
,,ext_identifiers,{},41378
,,ext_notes,,41378
,,ext_url,https://openlibrary.org/works/OL1449328W,41378
,,ext_source,NOT_FOUND,41389
,,ext_match_score,0.000,41389
,,ext_title,,41389
,,ext_author,,41389
,,ext_year,,41389
,,ext_publisher,,41389
,,ext_place,,41389
,,ext_language,,41389
,,ext_physical_desc,,41389
,,ext_identifiers,{},41389
,,ext_notes,,41389
,,ext_url,,41389
,,ext_source,Open Library,41395
,,ext_match_score,0.762,41395
,,ext_title,"Socrate ed alcuni dialoghi Platonici, Apologia, Convito, Lachete, Eutifrone, Liside, Jone",41395
,,ext_author,Gallo Galli,41395
,,ext_year,1958,41395
,,ext_publisher,,41395
,,ext_place,,41395
,,ext_language,ita,41395
,,ext_physical_desc,,41395
,,ext_identifiers,{},41395
,,ext_notes,,41395
,,ext_url,https://openlibrary.org/works/OL33578083W,41395
,,ext_source,Open Library,41403
,,ext_match_score,0.446,41403
,,ext_title,Nicomachean Ethics,41403
,,ext_author,Aristotle,41403
,,ext_year,1558,41403
,,ext_publisher,,41403
,,ext_place,,41403
,,ext_language,eng,41403
,,ext_physical_desc,,41403
,,ext_identifiers,{},41403
,,ext_notes,,41403
,,ext_url,https://openlibrary.org/works/OL8273964W,41403
,,ext_source,Open Library,41405
,,ext_match_score,0.382,41405
,,ext_title,De rerum natura,41405
,,ext_author,Titus Lucretius Carus,41405
,,ext_year,1486,41405
,,ext_publisher,,41405
,,ext_place,,41405
,,ext_language,rus,41405
,,ext_physical_desc,,41405
,,ext_identifiers,{},41405
,,ext_notes,,41405
,,ext_url,https://openlibrary.org/works/OL1548597W,41405
,,ext_source,Open Library,41407
,,ext_match_score,0.601,41407
,,ext_title,De rerum natura,41407
,,ext_author,Titus Lucretius Carus,41407
,,ext_year,1486,41407
,,ext_publisher,,41407
,,ext_place,,41407
,,ext_language,rus,41407
,,ext_physical_desc,,41407
,,ext_identifiers,{},41407
,,ext_notes,,41407
,,ext_url,https://openlibrary.org/works/OL1548597W,41407
,,ext_source,Open Library,41408
,,ext_match_score,0.382,41408
,,ext_title,"L'ottimismo relativo nel ""De rerum natura"" di Lucrezio",41408
,,ext_author,Titus Lucretius Carus,41408
,,ext_year,1960,41408
,,ext_publisher,,41408
,,ext_place,,41408
,,ext_language,ita,41408
,,ext_physical_desc,,41408
,,ext_identifiers,{},41408
,,ext_notes,,41408
,,ext_url,https://openlibrary.org/works/OL38747545W,41408
,,ext_source,Open Library,41409
,,ext_match_score,0.424,41409
,,ext_title,De rerum natura,41409
,,ext_author,Titus Lucretius Carus,41409
,,ext_year,1486,41409
,,ext_publisher,,41409
,,ext_place,,41409
,,ext_language,rus,41409
,,ext_physical_desc,,41409
,,ext_identifiers,{},41409
,,ext_notes,,41409
,,ext_url,https://openlibrary.org/works/OL1548597W,41409
,,ext_source,Open Library,41411
,,ext_match_score,0.505,41411
,,ext_title,Consolations from a Stoic,41411
,,ext_author,Seneca,41411
,,ext_year,2015,41411
,,ext_publisher,,41411
,,ext_place,,41411
,,ext_language,eng,41411
,,ext_physical_desc,,41411
,,ext_identifiers,{},41411
,,ext_notes,,41411
,,ext_url,https://openlibrary.org/works/OL40750475W,41411
,,ext_source,Internet Archive,41413
,,ext_match_score,0.306,41413
,,ext_title,Problems in modern education [microform] : addresses and essays ,41413
,,ext_author,"Sutton, William Seneca, 1860-1928",41413
,,ext_year,1913,41413
,,ext_publisher,"Boston : Sherman, French",41413
,,ext_place,,41413
,,ext_language,eng,41413
,,ext_physical_desc,Book digitized by Google from the library of the University of Michigan and uploaded to the Internet Archive by user tpb.,41413
,,ext_identifiers,"{""identifier"": ""problemsinmoder00suttgoog""}",41413
,,ext_notes,"Appendix : Education in German universities for winter semester 1905-1906.

",41413
,,ext_url,https://archive.org/details/problemsinmoder00suttgoog,41413
,,ext_source,Open Library,41419
,,ext_match_score,0.600,41419
,,ext_title,Tusculanae disputationes,41419
,,ext_author,Cicero,41419
,,ext_year,1539,41419
,,ext_publisher,,41419
,,ext_place,,41419
,,ext_language,ger,41419
,,ext_physical_desc,,41419
,,ext_identifiers,{},41419
,,ext_notes,,41419
,,ext_url,https://openlibrary.org/works/OL67547W,41419
,,ext_source,Open Library,41425
,,ext_match_score,0.418,41425
,,ext_title,Reden und Unterweisung,41425
,,ext_author,Eckhart Meister,41425
,,ext_year,2020,41425
,,ext_publisher,,41425
,,ext_place,,41425
,,ext_language,ger,41425
,,ext_physical_desc,,41425
,,ext_identifiers,{},41425
,,ext_notes,,41425
,,ext_url,https://openlibrary.org/works/OL44572657W,41425
,,ext_source,Open Library,41426
,,ext_match_score,0.394,41426
,,ext_title,A Gilson reader,41426
,,ext_author,Étienne Gilson,41426
,,ext_year,1957,41426
,,ext_publisher,,41426
,,ext_place,,41426
,,ext_language,eng,41426
,,ext_physical_desc,,41426
,,ext_identifiers,{},41426
,,ext_notes,,41426
,,ext_url,https://openlibrary.org/works/OL532196W,41426
,,ext_source,Open Library,41428
,,ext_match_score,0.394,41428
,,ext_title,Grande antologia filosofica,41428
,,ext_author,Umberto Antonio Padovani,41428
,,ext_year,1964,41428
,,ext_publisher,,41428
,,ext_place,,41428
,,ext_language,ita,41428
,,ext_physical_desc,,41428
,,ext_identifiers,{},41428
,,ext_notes,,41428
,,ext_url,https://openlibrary.org/works/OL7262723W,41428
,,ext_source,Open Library,41429
,,ext_match_score,0.366,41429
,,ext_title,Il pensiero cristiano nell'arte,41429
,,ext_author,Giuseppe M. Toscano,41429
,,ext_year,1960,41429
,,ext_publisher,,41429
,,ext_place,,41429
,,ext_language,ita,41429
,,ext_physical_desc,,41429
,,ext_identifiers,{},41429
,,ext_notes,,41429
,,ext_url,https://openlibrary.org/works/OL953698W,41429
,,ext_source,Open Library,41434
,,ext_match_score,0.398,41434
,,ext_title,Orazion Funebre in Morte Del Sacerdote Gregorio Verciani,41434
,,ext_author,Aurelio Agostino Cappelli,41434
,,ext_year,2016,41434
,,ext_publisher,,41434
,,ext_place,,41434
,,ext_language,ita,41434
,,ext_physical_desc,,41434
,,ext_identifiers,{},41434
,,ext_notes,,41434
,,ext_url,https://openlibrary.org/works/OL40371933W,41434
,,ext_source,Open Library,41436
,,ext_match_score,0.421,41436
,,ext_title,Summa Theologica,41436
,,ext_author,Thomas Aquinas,41436
,,ext_year,1467,41436
,,ext_publisher,,41436
,,ext_place,,41436
,,ext_language,pol,41436
,,ext_physical_desc,,41436
,,ext_identifiers,{},41436
,,ext_notes,,41436
,,ext_url,https://openlibrary.org/works/OL15314568W,41436
,,ext_source,NOT_FOUND,41437
,,ext_match_score,0.000,41437
,,ext_title,,41437
,,ext_author,,41437
,,ext_year,,41437
,,ext_publisher,,41437
,,ext_place,,41437
,,ext_language,,41437
,,ext_physical_desc,,41437
,,ext_identifiers,{},41437
,,ext_notes,,41437
,,ext_url,,41437
,,ext_source,Open Library,41438
,,ext_match_score,0.466,41438
,,ext_title,Summa Theologica,41438
,,ext_author,Thomas Aquinas,41438
,,ext_year,1467,41438
,,ext_publisher,,41438
