n_scheda,titolo,autore,data_pub,luogo_pub,editore,collezion,ext_source,ext_match_score,ext_title,ext_author,ext_year,ext_url,ext_identifiers,n_scheda_field,cod_isbn,cod_sez,collabor,edizione,ext_language,ext_notes,ext_physical_desc,ext_place,ext_publisher,formato,n_s_sez,note_sp,pagine,soggetto
41930,,CONGREGAZIONE EDUCAZIONE CATTOLICA SEMINARI,COPYRIGHT 1982,ROMA,PAOLINE,MAGISTERO N.89,OPAC SBN,0.602,La scuola cattolica alle soglie del terzo millennio = L'*ecole catholique au seuil du troisième millenaire ... / Congregazione per l'educazione cattolica (dei Seminari e degli Istituti di studi),Chiesa cattolica : Congregazione per l'educazione cattolica,1998,https://opac.sbn.it/bid/PUV0392419,"{""bid"": ""IT\\ICCU\\PUV\\0392419""}",41930,,AE,,I,ITALIANO,"I titoli paralleli sono in francese, inglese, spagnolo, portoghese e tedesco.",95 p. ; 21 cm,,,18,3,,48,
41931,CURA PASTORALE DELLE VOCAZIONI NELLE CHIESE PARTICOLARI ONI ERCCLESIASTICHE,,COPYRIGHT 1982,ROMA,PAOLINE,MAGISTERO N.90,NOT_FOUND,0.000,,,,,{},41931,,AE,CONGRESSO INTERNAZ. DEI VESCOVI E DI ALTRI RESPONSABILI DELLE VOCAZI,I,,,,,,18,3,,72,
41932,APRITE LE PORTE AL REDENTORE BOLLA D'INDIZIONE DELL'ANNO GIUBILARE DELLA REDENZIONE 1983-84,"GIOVANNI PAOLO II, PAPA",COPYRIGHT 1983,ROMA,PAOLINE,MAGISTERO N.92,OPAC SBN,0.973,Aprite le porte al Redentore : bolla d'indizione dell'Anno Giubilare della Redenzione: 1983-1984,Ioannes Paulus II <papa>,1983,https://opac.sbn.it/bid/TO01646343,"{""bid"": ""IT\\ICCU\\TO0\\1646343""}",41932,,AE,,I,ITALIANO,,20 p. ; 19 cm,,,18,3,,16,
41933,,C.E.I.,COPYRIGHT 1983,ROMA,PAOLINE,MAGISTERO N.96,OPAC SBN,0.473,Giovanni Maria Angioy e la lotta antifeudale in Sardegna nel 1793-96 : tesi di diploma R. Istituto Superiore di Magistero Femminile : Firenze 21 novembre 1921 / Caterina Doro,"Doro, Caterina",1921,https://opac.sbn.it/bid/CAG0034179,"{""bid"": ""IT\\ICCU\\CAG\\0034179""}",41933,,AE,,I,ITALIANO,,131 p. ; 21 cm.,,,18,3,,80,
41934,,C.E.I.,COPYRIGHT 1983,ROMA,PAOLINE,MAGISTERO N.98,OPAC SBN,0.313,"Pietro Conte, L'errore logico del Machiavelli e i fondamenti metafisici della politica, Roma, Edizioni Paoline, 1955 / [recensione di Mario Colombu]","Colombu, Mario",1957,https://opac.sbn.it/bid/NAP0502805,"{""bid"": ""IT\\ICCU\\NAP\\0502805""}",41934,,AE,,I,ITALIANO,"Titolo dell'intitolazione | Nome dell'A. a p. 233 | Estratto da: Humanitas, A. 1957, n. 3",P. 231-233 ; 25 cm,,,18,3,,30,
41935,,"GIOVANNI PAOLO II, PAPA",COPYRIGHT 1984,ROMA,PAOLINE,MAGISTERO N.101,OPAC SBN,0.847,"La sofferenza nel magistero di Giovanni Paolo 2., 1978-1982",Ioannes Paulus II <papa>,1983,https://opac.sbn.it/bid/CFI0032452,"{""bid"": ""IT\\ICCU\\CFI\\0032452""}",41935,,AE,,I,ITALIANO,,"373 p., \2! c. di tav. : ill. ; 22 cm. \\SCH 1027",,,18,3,,61,
41936,,"GIOVANNI PAOLO II, PAPA",COPYRIGHT 1984,ROMA,PAOLINE,MAGISTERO N.102,OPAC SBN,0.847,"La sofferenza nel magistero di Giovanni Paolo 2., 1978-1982",Ioannes Paulus II <papa>,1983,https://opac.sbn.it/bid/CFI0032452,"{""bid"": ""IT\\ICCU\\CFI\\0032452""}",41936,,AE,,I,ITALIANO,,"373 p., \2! c. di tav. : ill. ; 22 cm. \\SCH 1027",,,18,3,,32,
41937,,"GIOVANNI PAOLO II, PAPA",COPYRIGHT 1984,ROMA,PAOLINE,MAGISTERO N.103,OPAC SBN,0.847,"La sofferenza nel magistero di Giovanni Paolo 2., 1978-1982",Ioannes Paulus II <papa>,1983,https://opac.sbn.it/bid/CFI0032452,"{""bid"": ""IT\\ICCU\\CFI\\0032452""}",41937,,AE,,I,ITALIANO,,"373 p., \2! c. di tav. : ill. ; 22 cm. \\SCH 1027",,,18,3,,8,
41938,,C.E.I.,COPYRIGHT 1985,ROMA,PAOLINE,MAGISTERO N.104,OPAC SBN,0.313,"Pietro Conte, L'errore logico del Machiavelli e i fondamenti metafisici della politica, Roma, Edizioni Paoline, 1955 / [recensione di Mario Colombu]","Colombu, Mario",1957,https://opac.sbn.it/bid/NAP0502805,"{""bid"": ""IT\\ICCU\\NAP\\0502805""}",41938,,AE,,II,ITALIANO,"Titolo dell'intitolazione | Nome dell'A. a p. 233 | Estratto da: Humanitas, A. 1957, n. 3",P. 231-233 ; 25 cm,,,18,3,,30,
41939,,C.E.I.,COPYRIGHT 1984,ROMA,PAOLINE,MAGISTERO N.105,OPAC SBN,0.319,La famiglia esule : attualità del magistero sui migranti / Pio 12. ; Commenti di Fabio Baggio e Andrea Riccardi,Pius XII <papa>,2020,https://opac.sbn.it/bid/RMR0374488,"{""bid"": ""IT\\ICCU\\RMR\\0374488""}",41939,,AE,,II,ITALIANO,Il volume contiene anche il Messaggio di Papa Francesco per la Giornata Mondiale del Migrante e del Rifugiato 2019,151 p. ; 21 cm,,,18,3,,31,
41940,,CONGREGAZIONE PER LA DOTTRINA DELLA FEDE,COPYRIGHT 1984,ROMA,PAOLINE,MAGISTERO N.106,OPAC SBN,0.817,Testi del magistero sulla professio fidei / Congregazione per la dottrina della fede,Chiesa Cattolica : Congregazione per la dottrina della fede,1998,https://opac.sbn.it/bid/PUV0402664,"{""bid"": ""IT\\ICCU\\PUV\\0402664""}",41940,,AE,,I,ITALIANO,,22 p. ; 24 cm.,,,18,3,,32,
41941,,"GIOVANNI PAOLO II, PAPA",COPYRIGHT 1984,ROMA,PAOLINE,MAGISTERO N.108,OPAC SBN,0.847,"La sofferenza nel magistero di Giovanni Paolo 2., 1978-1982",Ioannes Paulus II <papa>,1983,https://opac.sbn.it/bid/CFI0032452,"{""bid"": ""IT\\ICCU\\CFI\\0032452""}",41941,,AE,,I,ITALIANO,,"373 p., \2! c. di tav. : ill. ; 22 cm. \\SCH 1027",,,18,3,,95,
41942,"FARE PACE CON LA VITA MESSAGGIO DEI VESCOVI AL PAESE PER LA VII GIORNATA ""PER LA VITA""  1985",C.E.I.,COPYRIGHT 1985,ROMA,PAOLINE,MAGISTERO N.110,OPAC SBN,0.341,Il quaderno di Villa Era / I.C.A.R.E.,I.C.A.R.E.,,https://opac.sbn.it/bid/TSA1374749,"{""bid"": ""IT\\ICCU\\TSA\\1374749""}",41942,,AE,,I,ITALIANO,"Trimestrale | Desc. basata su anno 1(1976), n.0 | L'editore, la periodicità e il formato variano",v. ; 21 c,,,18,3,,7,
41943,,C.E.I.,COPYRIGHT 1985,ROMA,PAOLINE,MAGISTERO N.114,OPAC SBN,0.445,"La nozione di ""riabilitazione"" in psichiatria: definizioni e principali linee di tendenza : tesi di laurea in psicologia / Angela Riccioni. - [S.l. : s.n., 1986?]. - 114, XIV p. ; 29 cm. - In testa al front.: Universita degli Studi di Padova, Facolta di Magistero. - Copia fotostatica","Riccioni, Angela",,https://opac.sbn.it/bid/UBO1983037,"{""bid"": ""IT\\ICCU\\UBO\\1983037""}",41943,,AE,,I,ITALIANO,,,,,18,3,,40,
41944,,CONGREGAZIONE PER LA DOTTRINA DELLA FEDE,COPYRIGHT 1986,ROMA,PAOLINE,MAGISTERO N.116,OPAC SBN,0.817,Testi del magistero sulla professio fidei / Congregazione per la dottrina della fede,Chiesa Cattolica : Congregazione per la dottrina della fede,1998,https://opac.sbn.it/bid/PUV0402664,"{""bid"": ""IT\\ICCU\\PUV\\0402664""}",41944,,AE,,I,ITALIANO,,22 p. ; 24 cm.,,,18,3,,64,
41945,,"GIOVANNI PAOLO II, PAPA",COPYRIGHT 1986,ROMA,PAOLINE,MAGISTERO N.117,OPAC SBN,0.787,Il magistero di Giovanni Paolo 2. nelle sue encicliche,Ioannes Paulus II <papa>,1998,https://opac.sbn.it/bid/BVE0156894,"{""bid"": ""IT\\ICCU\\BVE\\0156894""}",41945,,AE,,I,ITALIANO,"In copertina: Luiss, Libera università internazionale degli studi sociali, Guido Carli | Contiene: Sollicitudo rei socialis, Centesimus annus, Fides et ratio.",224 p. ; 24 cm,,,18,3,,96,
41946,,C.E.I.,COPYRIGHT 1986,ROMA,PAOLINE,MAGISTERO N.118,OPAC SBN,0.313,"Pietro Conte, L'errore logico del Machiavelli e i fondamenti metafisici della politica, Roma, Edizioni Paoline, 1955 / [recensione di Mario Colombu]","Colombu, Mario",1957,https://opac.sbn.it/bid/NAP0502805,"{""bid"": ""IT\\ICCU\\NAP\\0502805""}",41946,,AE,,III,ITALIANO,"Titolo dell'intitolazione | Nome dell'A. a p. 233 | Estratto da: Humanitas, A. 1957, n. 3",P. 231-233 ; 25 cm,,,18,3,,47,
41947,AUGUSTINUM HIPPONENSEM NEL XVI CENTENARIO DELLA CONVERSIONE,"GIOVANNI PAOLO II, PAPA",COPYRIGHT 1986,ROMA,PAOLINE,MAGISTERO N.119,OPAC SBN,0.557,Il magistero di Giovanni Paolo 2. nelle sue encicliche,Ioannes Paulus II <papa>,1998,https://opac.sbn.it/bid/BVE0156894,"{""bid"": ""IT\\ICCU\\BVE\\0156894""}",41947,,AE,,III,ITALIANO,"In copertina: Luiss, Libera università internazionale degli studi sociali, Guido Carli | Contiene: Sollicitudo rei socialis, Centesimus annus, Fides et ratio.",224 p. ; 24 cm,,,18,3,,48,
41948,IL RISPETTO DELLA VITA UMANA NASCENTE E LA DIGNITA' DELLA PROCREAZIO NE,CONGREGAZIONE PER LA DOTTRINA DELLA FEDE,COPYRIGHT 1989-93,ROMA,PAOLINE,MAGISTERO N.123,OPAC SBN,0.638,Eutanasia : dichiarazione della Congregazione per la dottrina della fede,Chiesa Cattolica : Congregazione per la dottrina della fede,1989,https://opac.sbn.it/bid/RCA0768852,"{""bid"": ""IT\\ICCU\\RCA\\0768852""}",41948,,AE,,IV,ITALIANO,,10 p. ; 18 cm,,,18,3,,45,
41949,,"GIOVANNI PAOLO II, PAPA",COPYRIGHT 1988-88,ROMA,PAOLINE,MAGISTERO N.132,OPAC SBN,0.787,Il magistero di Giovanni Paolo 2. nelle sue encicliche,Ioannes Paulus II <papa>,1998,https://opac.sbn.it/bid/BVE0156894,"{""bid"": ""IT\\ICCU\\BVE\\0156894""}",41949,,AE,,III,ITALIANO,"In copertina: Luiss, Libera università internazionale degli studi sociali, Guido Carli | Contiene: Sollicitudo rei socialis, Centesimus annus, Fides et ratio.",224 p. ; 24 cm,,,18,3,NEL XX DELLA POPULORUM PROGRESSIO,75,
41950,,"GIOVANNI PAOLO II, PAPA",COPYRIGHT 1988,ROMA,PAOLINE,MAGISTERO N.134,OPAC SBN,0.787,Il magistero di Giovanni Paolo 2. nelle sue encicliche,Ioannes Paulus II <papa>,1998,https://opac.sbn.it/bid/BVE0156894,"{""bid"": ""IT\\ICCU\\BVE\\0156894""}",41950,,AE,,I,ITALIANO,"In copertina: Luiss, Libera università internazionale degli studi sociali, Guido Carli | Contiene: Sollicitudo rei socialis, Centesimus annus, Fides et ratio.",224 p. ; 24 cm,,,18,3,1988,27,
41951,,"GIOVANNI PAOLO II, PAPA",COPYRIGHT 1989-94,ROMA,PAOLINE,MAGISTERO N.137,OPAC SBN,0.787,Il magistero di Giovanni Paolo 2. nelle sue encicliche,Ioannes Paulus II <papa>,1998,https://opac.sbn.it/bid/BVE0156894,"{""bid"": ""IT\\ICCU\\BVE\\0156894""}",41951,,AE,,V,ITALIANO,"In copertina: Luiss, Libera università internazionale degli studi sociali, Guido Carli | Contiene: Sollicitudo rei socialis, Centesimus annus, Fides et ratio.",224 p. ; 24 cm,,,18,3,,90,
41952,,C.E.I.,COPYRIGHT 1989,ROMA,PAOLINE,MAGISTERO N.139,OPAC SBN,0.313,"Pietro Conte, L'errore logico del Machiavelli e i fondamenti metafisici della politica, Roma, Edizioni Paoline, 1955 / [recensione di Mario Colombu]","Colombu, Mario",1957,https://opac.sbn.it/bid/NAP0502805,"{""bid"": ""IT\\ICCU\\NAP\\0502805""}",41952,,AE,,I,ITALIANO,"Titolo dell'intitolazione | Nome dell'A. a p. 233 | Estratto da: Humanitas, A. 1957, n. 3",P. 231-233 ; 25 cm,,,18,3,,60,
41953,,"GIOVANNI PAOLO II, PAPA",COPYRIGHT 1989,ROMA,PAOLINE,MAGISTERO N.140,OPAC SBN,0.787,Il magistero di Giovanni Paolo 2. nelle sue encicliche,Ioannes Paulus II <papa>,1998,https://opac.sbn.it/bid/BVE0156894,"{""bid"": ""IT\\ICCU\\BVE\\0156894""}",41953,,AE,,I,ITALIANO,"In copertina: Luiss, Libera università internazionale degli studi sociali, Guido Carli | Contiene: Sollicitudo rei socialis, Centesimus annus, Fides et ratio.",224 p. ; 24 cm,,,18,3,,125,
41954,,C.E.I.,COPYRIGHT 1989,ROMA,PAOLINE,MAGISTERO N.144,OPAC SBN,0.313,"Pietro Conte, L'errore logico del Machiavelli e i fondamenti metafisici della politica, Roma, Edizioni Paoline, 1955 / [recensione di Mario Colombu]","Colombu, Mario",1957,https://opac.sbn.it/bid/NAP0502805,"{""bid"": ""IT\\ICCU\\NAP\\0502805""}",41954,,AE,,I,ITALIANO,"Titolo dell'intitolazione | Nome dell'A. a p. 233 | Estratto da: Humanitas, A. 1957, n. 3",P. 231-233 ; 25 cm,,,18,3,,32,
41955,,C.E.I.,COPYRIGHT 1989,ROMA,PAOLINE,MAGISTERO N.145,OPAC SBN,0.313,"Pietro Conte, L'errore logico del Machiavelli e i fondamenti metafisici della politica, Roma, Edizioni Paoline, 1955 / [recensione di Mario Colombu]","Colombu, Mario",1957,https://opac.sbn.it/bid/NAP0502805,"{""bid"": ""IT\\ICCU\\NAP\\0502805""}",41955,,AE,,I,ITALIANO,"Titolo dell'intitolazione | Nome dell'A. a p. 233 | Estratto da: Humanitas, A. 1957, n. 3",P. 231-233 ; 25 cm,,,18,3,,30,
41956,NEL XXV ANNIVERSARIO DELLA COSTITUZIONE CONCILIARE SACROSANCTUM CONC ILIUM,"GIOVANNI PAOLO II, PAPA",COPYRIGHT 1989,ROMA,PAOLINE,MAGISTERO N.146,OPAC SBN,0.563,Il magistero di Giovanni Paolo 2. nelle sue encicliche,Ioannes Paulus II <papa>,1998,https://opac.sbn.it/bid/BVE0156894,"{""bid"": ""IT\\ICCU\\BVE\\0156894""}",41956,,AE,,I,ITALIANO,"In copertina: Luiss, Libera università internazionale degli studi sociali, Guido Carli | Contiene: Sollicitudo rei socialis, Centesimus annus, Fides et ratio.",224 p. ; 24 cm,,,18,3,,32,
41957,,PONTIFICIO CONSIGLIO DELLE COMUNICAZIONI SOCIALI,COPYRIGHT 1989,ROMA,PAOLINE,MAGISTERO N.147,OPAC SBN,0.940,Criteri di collaborazione ecumenica ed interreligiosa nel campo delle comunicazioni sociali / Pontificio consiglio delle comunicazioni sociali,Pontificio consiglio delle comunicazioni sociali,1989,https://opac.sbn.it/bid/NAP0321492,"{""bid"": ""IT\\ICCU\\NAP\\0321492""}",41957,,AE,,I,ITALIANO,,15 p. ; 18 cm.,,,18,3,,16,
41958,,CONGREGAZIONE PER LA DOTTRINA DELLA FEDE,COPYRIGHT 1990,ROMA,PAOLINE,MAGISTERO N.159,OPAC SBN,0.817,Testi del magistero sulla professio fidei / Congregazione per la dottrina della fede,Chiesa Cattolica : Congregazione per la dottrina della fede,1998,https://opac.sbn.it/bid/PUV0402664,"{""bid"": ""IT\\ICCU\\PUV\\0402664""}",41958,,AE,,I,ITALIANO,,22 p. ; 24 cm.,,,18,3,,31,
41959,,CONGREGAZIONE ISTITUTI DI VITA CONSACRATA,COPYRIGHT 1990,ROMA,PAOLINE,MAGISTERO N.165,OPAC SBN,0.584,Direttive sulla formazione negli istituti religiosi / Congregazione per gli istituti di vita consacrata e le societa di vita apostolica,Chiesa cattolica : Congregazione per gli istituti di vita consacrata e le società di vita apostolica,1990,https://opac.sbn.it/bid/NAP0247165,"{""bid"": ""IT\\ICCU\\NAP\\0247165""}",41959,,AE,,I,ITALIANO,,60 p. ; 21 cm.,,,18,3,,96,
41960,,SINODO DEI VESCOVI,COPYRIGHT 1990,ROMA,PAOLINE,MAGISTERO N.171,OPAC SBN,0.459,I consigli evangelici nel cammino spirituale proprio del sacerdote diocesano : ricerca analitico-sintetica fatta alla luce del Magistero della Chiesa e degli insegnamenti dei Papi fin dal Concilio Vaticano 2. e sino al Sinodo dei Vescovi del 1990 / auctore Dariusz Nowak,"Nowak, Dariusz",1993,https://opac.sbn.it/bid/IEI0774882,"{""bid"": ""IT\\ICCU\\IEI\\0774882""}",41960,,AE,,I,ITALIANO,In testa al front. : Pontificia Universitas Gregoriana Facultas Theologiae Insitutum Spiritualitatis,156 p. ; 24 cm,,,18,3,,71,
41961,,C.E.I.,COPYRIGHT 1990,ROMA,PAOLINE,MAGISTERO N.175,OPAC SBN,0.313,"Pietro Conte, L'errore logico del Machiavelli e i fondamenti metafisici della politica, Roma, Edizioni Paoline, 1955 / [recensione di Mario Colombu]","Colombu, Mario",1957,https://opac.sbn.it/bid/NAP0502805,"{""bid"": ""IT\\ICCU\\NAP\\0502805""}",41961,,AE,,I,ITALIANO,"Titolo dell'intitolazione | Nome dell'A. a p. 233 | Estratto da: Humanitas, A. 1957, n. 3",P. 231-233 ; 25 cm,,,18,3,,43,
41962,,C.E.I.,COPYRIGHT 1984-92,ROMA,PAOLINE,MAGISTERO N.176,OPAC SBN,0.313,"Pietro Conte, L'errore logico del Machiavelli e i fondamenti metafisici della politica, Roma, Edizioni Paoline, 1955 / [recensione di Mario Colombu]","Colombu, Mario",1957,https://opac.sbn.it/bid/NAP0502805,"{""bid"": ""IT\\ICCU\\NAP\\0502805""}",41962,,AE,,XI,ITALIANO,"Titolo dell'intitolazione | Nome dell'A. a p. 233 | Estratto da: Humanitas, A. 1957, n. 3",P. 231-233 ; 25 cm,,,18,3,,64,
41963,,"GIOVANNI PAOLO II, PAPA",COPYRIGHT 1991-92,ROMA,PAOLINE,MAGISTERO N.177,OPAC SBN,0.787,Il magistero di Giovanni Paolo 2. nelle sue encicliche,Ioannes Paulus II <papa>,1998,https://opac.sbn.it/bid/BVE0156894,"{""bid"": ""IT\\ICCU\\BVE\\0156894""}",41963,,AE,,IV,ITALIANO,"In copertina: Luiss, Libera università internazionale degli studi sociali, Guido Carli | Contiene: Sollicitudo rei socialis, Centesimus annus, Fides et ratio.",224 p. ; 24 cm,,,18,3,,104,
41964,,UFFICIO CATECHISTICO NAZIONALE,COPYRIGHT 1991,ROMA,PAOLINE,MAGISTERO N.178,OPAC SBN,0.413,La Bibbia nel magistero dei vescovi italiani : documenti della 43. Assemblea generale della C.E.I. : Roma 19-23 maggio 1997 / presentazione di L. Chiarinelli,Conferenza episcopale italiana,1998,https://opac.sbn.it/bid/TO00631103,"{""bid"": ""IT\\ICCU\\TO0\\0631103""}",41964,,AE,,I,ITALIANO,"In testa al front.: Ufficio catechistico nazionale, Settore apostolato biblico.",103 p. ; 21 cm,,,18,3,,95,
41965,,"GIOVANNI PAOLO II, PAPA",COPYRIGHT 1991,ROMA,PAOLINE,MAGISTERO N.179,OPAC SBN,0.787,Il magistero di Giovanni Paolo 2. nelle sue encicliche,Ioannes Paulus II <papa>,1998,https://opac.sbn.it/bid/BVE0156894,"{""bid"": ""IT\\ICCU\\BVE\\0156894""}",41965,,AE,,I,ITALIANO,"In copertina: Luiss, Libera università internazionale degli studi sociali, Guido Carli | Contiene: Sollicitudo rei socialis, Centesimus annus, Fides et ratio.",224 p. ; 24 cm,,,18,3,,91,
41966,,C.E.I.,COPYRIGHT 1991,ROMA,PAOLINE,MAGISTERO N.180,OPAC SBN,0.313,"Pietro Conte, L'errore logico del Machiavelli e i fondamenti metafisici della politica, Roma, Edizioni Paoline, 1955 / [recensione di Mario Colombu]","Colombu, Mario",1957,https://opac.sbn.it/bid/NAP0502805,"{""bid"": ""IT\\ICCU\\NAP\\0502805""}",41966,,AE,,I,ITALIANO,"Titolo dell'intitolazione | Nome dell'A. a p. 233 | Estratto da: Humanitas, A. 1957, n. 3",P. 231-233 ; 25 cm,,,18,3,,43,
41967,,C.E.I.,COPYRIGHT 1991,ROMA,PAOLINE,MAGISTERO N.182,OPAC SBN,0.313,"Pietro Conte, L'errore logico del Machiavelli e i fondamenti metafisici della politica, Roma, Edizioni Paoline, 1955 / [recensione di Mario Colombu]","Colombu, Mario",1957,https://opac.sbn.it/bid/NAP0502805,"{""bid"": ""IT\\ICCU\\NAP\\0502805""}",41967,,AE,,I,ITALIANO,"Titolo dell'intitolazione | Nome dell'A. a p. 233 | Estratto da: Humanitas, A. 1957, n. 3",P. 231-233 ; 25 cm,,,18,3,,45,
41968,SIAMO TESTIMONI DI CRISTO CHE CI HA LIBERATO ASSEMBLEA SPECIALE PER L'EUROPA 1991,SINODO DEI VESCOVI,COPYRIGHT 1991,ROMA,PAOLINE,MAGISTERO N.187,OPAC SBN,0.907,"Siamo testimoni di Cristo che ci ha liberato : dichiarazione / Sinodo dei vescovi, Assemblea speciale per l'Europa",Sinodo dei vescovi,1991,https://opac.sbn.it/bid/CFI0264669,"{""bid"": ""IT\\ICCU\\CFI\\0264669""}",41968,,AE,,I,ITALIANO,,32 p. ; 21 cm.,,,18,3,,40,
41969,,PONTIFICIA OPERA PER LE VOCAZIONI ECCLESIASTICHE,COPYRIGHT 1992,ROMA,PAOLINE,MAGISTERO N.188,OPAC SBN,0.940,Sviluppi della pastorale delle vocazioni nelle chiese particolari / Pontificia opera per le vocazioni ecclesiastiche ; a cura delle Congregazioni per l'educazione cattolica e per gli istituti di vita consacrata e le società di vita apostolica,Pontificia opera per le vocazioni ecclesiastiche,1992,https://opac.sbn.it/bid/BRI0448585,"{""bid"": ""IT\\ICCU\\BRI\\0448585""}",41969,,AE,,I,ITALIANO,,79 p. ; 17 cm,,,18,3,,80,
41970,,"GIOVANNI PAOLO II, PAPA",COPYRIGHT 1992,ROMA,PAOLINE,MAGISTERO N.190,OPAC SBN,0.787,Il magistero di Giovanni Paolo 2. nelle sue encicliche,Ioannes Paulus II <papa>,1998,https://opac.sbn.it/bid/BVE0156894,"{""bid"": ""IT\\ICCU\\BVE\\0156894""}",41970,,AE,,II,ITALIANO,"In copertina: Luiss, Libera università internazionale degli studi sociali, Guido Carli | Contiene: Sollicitudo rei socialis, Centesimus annus, Fides et ratio.",224 p. ; 24 cm,,,18,3,,176,
41971,DALLA DISPERAZIONE ALLA SPERANZA DOC. SULLA DROGA,PONTIFICIO CONSIGLIO PER LA FAMIGLIA,COPYRIGHT 1992,ROMA,PAOLINE,MAGISTERO N.191,OPAC SBN,0.866,Dalla disperazione alla speranza / Pontificio Consiglio per la Famiglia,Pontificio consiglio per la famiglia,1992,https://opac.sbn.it/bid/CFI0249680,"{""bid"": ""IT\\ICCU\\CFI\\0249680""}",41971,,AE,,I,ITALIANO,,22 p. ; 21 cm.,,,18,3,,31,
41972,,CONGREGAZIONE PER LA DOTTRINA DELLA FEDE,COPYRIGHT 1992,ROMA,PAOLINE,MAGISTERO N.194,OPAC SBN,0.817,Testi del magistero sulla professio fidei / Congregazione per la dottrina della fede,Chiesa Cattolica : Congregazione per la dottrina della fede,1998,https://opac.sbn.it/bid/PUV0402664,"{""bid"": ""IT\\ICCU\\PUV\\0402664""}",41972,,AE,,I,ITALIANO,,22 p. ; 24 cm.,,,18,3,,21,
41973,,PONT. CONSIGLIO DELLA PASTORALE PER MIGRANTI ITINE,COPYRIGHT 1992,ROMA,PAOLINE,MAGISTERO N.195,Open Library,0.377,Il magistero mariano di Pio XII,Pope Pius XII,1956,https://openlibrary.org/works/OL7480218W,{},41973,,AE,,I,ita,,,,,18,3,,30,
41974,LA VITA CONSACRATA E LA SUA MISSIONE NELLA CHIESA E NEL MONDO LINEAMENTA,SINODO DEI VESCOVI,COPYRIGHT 1992 - 93,ROMA,PAOLINE,MAGISTERO N.197,OPAC SBN,1.050,La vita consacrata e la sua missione nella Chiesa e nel mondo : lineamenta,Sinodo dei vescovi,1992,https://opac.sbn.it/bid/UMC0898933,"{""bid"": ""IT\\ICCU\\UMC\\0898933""}",41974,,AE,,III,ITALIANO,"In testa al front.: Sinodo dei vescovi, 9. Assemblea generale ordinaria.",71 p. ; 27 cm,,,18,3,,85,
41975,,"PIO XII, PAPA",COPYRIGHT 1943-93,MILANO,PAOLINE,MAGISTERO N.203,OPAC SBN,0.878,Il magistero mariano di Pio 12. : edizione italiana di tutti i documenti mariani di S. S. Pio 12. con introduzione sintesi dottrinale e indici / a cura di Domenico Bertetto,Pius XII <papa>,1956,https://opac.sbn.it/bid/TO00741876,"{""bid"": ""IT\\ICCU\\TO0\\0741876""}",41975,,AE,,I-I,ITALIANO,,1015 p. ; 22 cm.,,,18,3,,72,
41976,,"GIOVANNI PAOLO II, PAPA",COPYRIGHT 1993,MILANO,PAOLINE,MAGISTERO N.206,OPAC SBN,0.787,Il magistero di Giovanni Paolo 2. nelle sue encicliche,Ioannes Paulus II <papa>,1998,https://opac.sbn.it/bid/BVE0156894,"{""bid"": ""IT\\ICCU\\BVE\\0156894""}",41976,,AE,,I,ITALIANO,"In copertina: Luiss, Libera università internazionale degli studi sociali, Guido Carli | Contiene: Sollicitudo rei socialis, Centesimus annus, Fides et ratio.",224 p. ; 24 cm,,,18,3,TESTO DELL'ENCICLICA,139,
41977,,"GIOVANNI PAOLO II, PAPA",COPYRIGHT 1994,MILANO,PAOLINE,MAGISTERO N.212,OPAC SBN,0.787,Il magistero di Giovanni Paolo 2. nelle sue encicliche,Ioannes Paulus II <papa>,1998,https://opac.sbn.it/bid/BVE0156894,"{""bid"": ""IT\\ICCU\\BVE\\0156894""}",41977,,AE,,I,ITALIANO,"In copertina: Luiss, Libera università internazionale degli studi sociali, Guido Carli | Contiene: Sollicitudo rei socialis, Centesimus annus, Fides et ratio.",224 p. ; 24 cm,,,18,3,,16,
41978,,CONGREGAZIONE ISTITUTI DI VITA CONSACRATA,COPYRIGHT 1994,MILANO,PAOLINE,MAGISTERO N.215,OPAC SBN,0.524,Ripartire da Cristo : un rinnovato impegno della vita consacrata nel terzo millennio : istruzione / Congregazione per gli istituti di vita consacrata e le società di vita apostolica,Chiesa cattolica : Congregazione per gli istituti di vita consacrata e le società di vita apostolica,2002,https://opac.sbn.it/bid/RML0124535,"{""bid"": ""IT\\ICCU\\RML\\0124535""}",41978,,AE,,I,ITALIANO,,90 p. ; 17 cm.,,,18,3,,78,
41979,,"GIOVANNI PAOLO II, PAPA",COPYRIGHT 1994,MILANO,PAOLINE,MAGISTERO N.216,OPAC SBN,0.787,Il magistero di Giovanni Paolo 2. nelle sue encicliche,Ioannes Paulus II <papa>,1998,https://opac.sbn.it/bid/BVE0156894,"{""bid"": ""IT\\ICCU\\BVE\\0156894""}",41979,,AE,,I,ITALIANO,"In copertina: Luiss, Libera università internazionale degli studi sociali, Guido Carli | Contiene: Sollicitudo rei socialis, Centesimus annus, Fides et ratio.",224 p. ; 24 cm,,,18,3,,81+,
