n_scheda,titolo,autore,data_pub,luogo_pub,editore,collezion,ext_source,ext_match_score,ext_title,ext_author,ext_year,ext_url,ext_identifiers,n_scheda_field,cod_isbn,cod_sez,collabor,edizione,ext_language,ext_notes,ext_physical_desc,ext_place,ext_publisher,formato,n_s_sez,note_sp,pagine,soggetto
41410,,SENECA,COPYRIGHT 1993,MILANO,MONDADORI,FILOSOFIA STOICA,OPAC SBN,0.455,Seneca / Paul Veyne,"Veyne, Paul",1999,https://opac.sbn.it/bid/VIA0072158,"{""bid"": ""IT\\ICCU\\VIA\\0072158""}",41410,,FL,"G. VIANSINO, TRAD.",II,ITALIANO,Trad. di Arturo Panciera.,252 p. ; 22 cm,,,16,18,,123,
41411,"AD MARCIAM,DE CONSOLATIONE / AD HELVIAM MATER, DE CONSOLATIONE / AD POLYBIUM, DE CONSOLATIONE",SENECA,1928,ROMA,S.A. NOTARI,FILOSOFIA STOICA,OPAC SBN,0.525,Ad Marciam de consolatione dialogorum liber 4. / texte latine publ. avec une bibliographie une introd. par C. Favez,"Seneca, Lucius Annaeus <4 a.C.-65>",1928,https://opac.sbn.it/bid/PUV0581239,"{""bid"": ""IT\\ICCU\\PUV\\0581239""}",41411,,FL,"E. ROMAGNOLI, A. VALLI PICARDI, TRAD.",I,LATINO,,105 p. ; 8.,,,17,18,,229,
41412,,SENECA,COPYRIGHT 1963,BOLOGNA,ZANICHELLI,FILOSOFIA STOICA,OPAC SBN,0.455,Seneca / Paul Veyne,"Veyne, Paul",1999,https://opac.sbn.it/bid/VIA0072158,"{""bid"": ""IT\\ICCU\\VIA\\0072158""}",41412,,FL,V. RAGAZZINI,I,ITALIANO,Trad. di Arturo Panciera.,252 p. ; 22 cm,,,21,18,,185,
41413,,SENECA,COPYRIGHT 1967,BARI,LATERZA,FILOSOFIA STOICA,OPAC SBN,0.455,Seneca / Paul Veyne,"Veyne, Paul",1999,https://opac.sbn.it/bid/VIA0072158,"{""bid"": ""IT\\ICCU\\VIA\\0072158""}",41413,,FL,"C. MARCHESI, CURAT.",V I,ITALIANO,Trad. di Arturo Panciera.,252 p. ; 22 cm,,,18,18,ANTOLOGIA,123,
41414,,SENECA,COPYRIGHT 1946,TORINO,SEI,FILOSOFIA STOICA,OPAC SBN,0.455,Seneca / Paul Veyne,"Veyne, Paul",1999,https://opac.sbn.it/bid/VIA0072158,"{""bid"": ""IT\\ICCU\\VIA\\0072158""}",41414,,FL,V. D'AGOSTINO,I-RIST.,ITALIANO,Trad. di Arturo Panciera.,252 p. ; 22 cm,,,20,18,ANTOLOGIA,127,
41415,,SENECA,COPYRIGHT 1985,TORINO,PARAVIA,FILOSOFIA STOICA,OPAC SBN,0.455,Seneca / Paul Veyne,"Veyne, Paul",1999,https://opac.sbn.it/bid/VIA0072158,"{""bid"": ""IT\\ICCU\\VIA\\0072158""}",41415,,FL,"U. BOELLA, CURAT.",I,ITALIANO,Trad. di Arturo Panciera.,252 p. ; 22 cm,,,22,18,ANTOLOGIA,281,
41416,,"MARCO, AURELIO",COPYRIGHT 1963,TORINO,SEI,FILOSOFIA STOICA,OPAC SBN,0.567,A me stesso / Marco Aurelio ; traduzione di Stella Sacchini,Marcus Aurelius Antoninus,2024,https://opac.sbn.it/bid/BVE0985344,"{""bid"": ""IT\\ICCU\\BVE\\0985344""}",41416,,FL,"U. MORICCA, CURAT.",I,ITALIANO,,212 p. ; 17 cm,,,20,18,,207,
41417,,"MARCHESI, CONCETTO",COPYRIGHT 1944,MILANO,PRINCIPATO,BIOGRAFIA,OPAC SBN,0.880,C. Marchesi e M. Valgimigli: Lettere a una libreria / a cura di Iginio De Luca e Attilio Zadro,"Marchesi, Concetto",1968,https://opac.sbn.it/bid/SBL0109503,"{""bid"": ""IT\\ICCU\\SBL\\0109503""}",41417,,FL,,I,ITALIANO,,"XX, 159 p. : 2 ritr. ; 17 cm .",,,22,18,,391,
41418,,EPITTETO,COPYRIGHT 1944,TORINO,SEI,FILOSOFIA STOICA,OPAC SBN,0.630,Manuale / Epitteto,Epictetus,1961,https://opac.sbn.it/bid/RAV0313581,"{""bid"": ""IT\\ICCU\\RAV\\0313581""}",41418,,FL,"G.LEOPARDI, TRAD.",I,ITALIANO,Volgarizzamento di G. Leopardi | Introduzione e note di G. Auletta.,85 p. ; 17 cm,,,20,18,,79,
41419,LE TUSCULANE E IL TRATTATO SUI DOVERI (TUSCULANAE DISPUTATIONES/DE OFFICIIS),CICERONE,COPYRIGHT 1934,TORINO,SEI,FILOSOFIA ECLETTICA,OPAC SBN,0.517,"Le Tusculane : (libro quarto ed estratti) e il Trattato sui doveri / versione, introduzione e note di Vittorio D'Agostino ; a uso dei Licei classici e degli Istituti magistrali","Cicero, Marcus Tullius",1934,https://opac.sbn.it/bid/CUB0190254,"{""bid"": ""IT\\ICCU\\CUB\\0190254""}",41419,,FL,"V. D'AGOSTINO, CURAT.",I,ITALIANO,L. 12,"16. p. XLIII, 361 con un ritratto",,,19,18,,361,
41420,,"CUENOT, CLAUDE",COPYRIGHT 1964,MILANO,IL SAGGIATORE,CRITICA A TEILHARD,OPAC SBN,0.875,Teilhard de Chardin : a bibliographical study / by Claude Cuenot,"Cuénot, Claude",1965,https://opac.sbn.it/bid/IEI0361479,"{""bid"": ""IT\\ICCU\\IEI\\0361479""}",41420,,FL,"L. SOLAROLI, TRAD.",I,INGLESE,,"VI, 494 p. [6] c. di tav. : ill. ; 23 cm.",,,17,21,,218,
41421,,"BARBIELLINI AMIDEI, GASPARE",COPYRIGHT 1967,TORINO,BORLA,CRITICA - MARITAIN,OPAC SBN,0.880,Perché credere? / Gaspare Barbiellini Amidei,"Barbiellini Amidei, Gaspare",1992,https://opac.sbn.it/bid/CFI0259047,"{""bid"": ""IT\\ICCU\\CFI\\0259047""}",41421,,FL,,I,ITALIANO,,117 p. ; 22 cm.,,,21,21,,143,
41422,,"BOEZIO, A.M. SEVERINO",COPYRIGHT 1936,LANCIANO,CARABBA,OPERE FILOSOFICHE,OPAC SBN,0.462,Consolazioni della filosofia / Boezio ; trad. di S. M. Martini,"Boethius, Anicius Manlius Torquatus Severinus",1995,https://opac.sbn.it/bid/NAP0275559,"{""bid"": ""IT\\ICCU\\NAP\\0275559""}",41422,,FL,"T. VENUTI, TRAD.",I,ITALIANO,Ediz. in fotocopia in 100 esempl. con copertina colorata a mano. - Poesie scelte.,11 p. : ill. ; 15 cm,,,20,16,,159,
41423,,"DUNS SCOTO, GIOVANNI",COPYRIGHT 1968,ROMA,PAOLINE,OPERE FILOSOFICHE,Open Library,0.517,Giovanni Duns Scoto nel VII centenario della nascita,John Duns Scotus,1967,https://openlibrary.org/works/OL22573069W,{},41423,,FL,"P. SCAPIN, CURAT.",I,ita,,,,,18,16,,281,
41424,,"ECKHART, MEISTER",COPYRIGHT 1985,MILANO,ADELPHI,OPERE FILOSOFICHE,Open Library,0.880,Reden und Unterweisung,Eckhart Meister,2020,https://openlibrary.org/works/OL44572657W,{},41424,,FL,M. VANNINI,I,ger,,,,,17,16,,277,
41425,OPERE TEDESCHE IL LIBRO DELLA CONSOLAZIONE DIVINA/DELL'UOMO NOBILE/ISTRUZIONI S  PIRITUALI/DEL DISTACCO/SERMONI,"ECKHART, MEISTER",COPYRIGHT 1982,FIRENZE,LA NUOVA ITALIA,OPERE FILOSOFICHE,OPAC SBN,0.479,Die Lateinischen Werke / Meister Eckhart,Eckhart <meister>,1938,https://opac.sbn.it/bid/PBE0214283,"{""bid"": ""IT\\ICCU\\PBE\\0214283""}",41425,,FL,M. VANNINI,I,TEDESCO,,volumi ; 32 cm,,,21,16,,270,
41426,,"GILSON, ETIENNE",COPYRIGHT 1983,FIRENZE,LA NUOVA ITALIA,DALLE ORIGINI PATRISTICHE ALLA FINE DE XIV SECOLO,OPAC SBN,0.819,Œuvres complètes / Etienne Gilson,"Gilson, Étienne",2019,https://opac.sbn.it/bid/UTO1361833,"{""bid"": ""IT\\ICCU\\UTO\\1361833""}",41426,,FL,"MA. DEL TORRE, TRAD.",I,FRANCESE,,volumi ; 20 cm,,,21,16,,991,
41427,,"GILSON, ETIENNE",COPYRIGHT 1969,BRESCIA,MORCELLIANA,,OPAC SBN,0.879,Painting and reality / Etienne Gilson,"Gilson, Étienne",1968,https://opac.sbn.it/bid/SBL0660077,"{""bid"": ""IT\\ICCU\\SBL\\0660077""}",41427,,FL,"P. SARTORI TREVES, TRAD.",III,INGLESE,,"XXIV, 367 p., 88 p. di tav. : ill. ; 26 cm",,,22,16,,555,
41428,,"PADOVANI, UMBERTO A.",COPYRIGHT 1946,MILANO,MARZORATI,,OPAC SBN,0.759,Introduzioni / Umberto A. Padovani,"Padovani, Umberto Antonio",1953,https://opac.sbn.it/bid/UM10063397,"{""bid"": ""IT\\ICCU\\UM1\\0063397""}",41428,,FL,,I,ITALIANO,Tit. corrente | Estr. da: Il problema della storia: atti dell'8. convegno di studi filosofici cristiani,P. 19-22 ; 25 cm,,,25,16,,81,
41429,"IL PENSIERO CRISTIANO: MINUCIO FELICE,LATTANZIO,S.AMBROGIO,S.AGOSTIN O                        S. GEROLAMO",,1938,TORINO,SEI,FILOSOFIA CRISTIANA,OPAC SBN,0.344,Il pensiero cristiano / Tindaro Niosi,"Niosi, Tindaro",1936,https://opac.sbn.it/bid/RML0148559,"{""bid"": ""IT\\ICCU\\RML\\0148559""}",41429,,FL,"S. COLOMBO, CVURAT.",II,ITALIANO,,321 p. ; 19 cm.,,,21,19,,341,
41430,,"AGOSTINO, AURELIO",1944,TORINO,SEI,FILOSOFIA CRISTIANA,OPAC SBN,0.608,I grandi temi della filosofia cristiana nel De libero arbitrio di Agostino / Claudio Giorgini,"Giorgini, Claudio",2000,https://opac.sbn.it/bid/UMC0099600,"{""bid"": ""IT\\ICCU\\UMC\\0099600""}",41430,,FL,"U. PUCCI,CURAT",I,ITALIANO,,155 p. ; 20 cm.,,,20,19,,326,
41431,,"AGOSTINO, AURELIO",COPYRIGHT 1973,ALBA,PAOLINE,PATRISTICA E PENSIERO CRISTIANO,OPAC SBN,0.442,Mons. Aurelio Zonghi / Don. Agostino Crocetti,"Crocetti, Agostino",1908,https://opac.sbn.it/bid/BVE1000565,"{""bid"": ""IT\\ICCU\\BVE\\1000565""}",41431,,FL,"BORGOGNO-LANDI, CURAT.",I,ITALIANO,,14 p. ; 18 cm,,,20,19,,1517,
41432,,"AGOSTINO, AURELIO",1925,TORINO,SEI,PATRISTICA E PENSIERO CRISTIANO,OPAC SBN,0.442,Mons. Aurelio Zonghi / Don. Agostino Crocetti,"Crocetti, Agostino",1908,https://opac.sbn.it/bid/BVE1000565,"{""bid"": ""IT\\ICCU\\BVE\\1000565""}",41432,,FL,"O. TESCARI, CURAT.",I,ITALIANO,,14 p. ; 18 cm,,,19.5,19,,"XXXVI,573",
41433,,"AGOSTINO, AURELIO",1932,TORINO,PARAVIA,PATRISTICA E PENSIERO CRISTIANO,OPAC SBN,0.442,Mons. Aurelio Zonghi / Don. Agostino Crocetti,"Crocetti, Agostino",1908,https://opac.sbn.it/bid/BVE1000565,"{""bid"": ""IT\\ICCU\\BVE\\1000565""}",41433,,FL,"P. ROTTA, CURAT.",I,ITALIANO,,14 p. ; 18 cm,,,19,19,,208,
41434,IL MAESTRO INTERIORE TESTI SCELTI DALLE OPERE,"AGOSTINO, AURELIO",COPYRIGHT  1987,ALBA,PAOLINE,PATRISTICA E PENSIERO CRISTIANO,OPAC SBN,0.368,Mons. Aurelio Zonghi / Don. Agostino Crocetti,"Crocetti, Agostino",1908,https://opac.sbn.it/bid/BVE1000565,"{""bid"": ""IT\\ICCU\\BVE\\1000565""}",41434,,FL,"A. TRAPE', CURAT.",I,ITALIANO,,14 p. ; 18 cm,,,20,19,,302,
41435,,"AGOSTINO, AURELIO",1930,TORINO,SEI,PATRISTICA E PENSIERO CRISTIANO,OPAC SBN,0.442,Mons. Aurelio Zonghi / Don. Agostino Crocetti,"Crocetti, Agostino",1908,https://opac.sbn.it/bid/BVE1000565,"{""bid"": ""IT\\ICCU\\BVE\\1000565""}",41435,,FL,"CERIA, CURAT.",I,ITALIANO,,14 p. ; 18 cm,,,14.5,19,BRANI SCELTI DALLE OPERE,556,
41436,"LA SOMMA TEOLOGICA V. L'OPERA DEI SEI GIORNI/L'UOMO:A) NATURA E POTENZE DELL'ANIMA  (I,QQ. 65-83)","TOMMASO, D'AQUINO, S.",COPYRIGHT 1964,FIRENZE,SALANI,P. A. PUCCETTI O.P. / TESTO LATINO DELL'ED. LEONIN,Open Library,0.421,Summa Theologica,Thomas Aquinas,1467,https://openlibrary.org/works/OL15314568W,{},41436,,FL,"DONENICANI D'ITALIA, TRAD. E COMM.",I,eng,,,,,21.5,19,,418,
41437,,"TOMMASO, D'AQUINO, S.",COPYRIGHT 1964,FIRENZE,SALANI,P.TITO S. CENTI O.P./ TESTO LATINO DELL'ED. LEONIN,Library of Congress,0.480,Catalogue des livres de la bibliothéque de M. Pierre Antoine Bolongaro-Crevenna,"ocheda, tommaso de",1789,http://www.loc.gov/item/13004317/,"{""loc_id"": ""http://www.loc.gov/item/13004317/""}",41437,,FL,"DONENICANI D'ITALIA, TRAD. E COMM.",I,,,,,,21.5,19,,370,
41438,"LA SOMMA TEOLOGICA. VIII. LA BEATITUDINE - GLI ATTI UMANI (I-II,Q.1- 21)","TOMMASO, D'AQUINO, S.",COPYRIGHT 1964,FIRENZE,SALANI,P.TITO S. CENTI O.P./ TESTO LATINO DELL'ED. LEONIN,Open Library,0.466,Summa Theologica,Thomas Aquinas,1467,https://openlibrary.org/works/OL15314568W,{},41438,,FL,"DONENICANI D'ITALIA, TRAD. E COMM.",I,eng,,,,,21.5,19,,471,
41439,SUMMA THEOLOGICA. PARS 2-2 A QU. CXXIV AD FINEM - PARS 3 A QU. I AD LXII,"TOMMASO, D'AQUINO, S.",1900,TORINO,TIP. PONTIFICIA MARIETTI,TESTO SOLO LATINO DELL'EDIZIONE LEONINA,OPAC SBN,0.820,"4: Pars 2a 2æ a Qu. CXXIV. ad finem, pars 3a a Qu. I. ad LXII",Tommaso : d'Aquino <santo>,1886,https://opac.sbn.it/bid/PBE0121662,"{""bid"": ""IT\\ICCU\\PBE\\0121662""}",41439,,FL,"DE RUBEIS, BILLUART ET ALIORUM",VIII,LATINO,,819 p. ; 25 cm,,,22,19,,818,
41440,,"TOMMASO, D'AQUINO, S.",1894,ROMAE,FORZANII,,Open Library,0.688,Summa Theologica,Thomas Aquinas,1467,https://openlibrary.org/works/OL15314568W,{},41440,,FL,,I,eng,,,,,22,19,TESTO SOLO LATINO DELL'ED. LEONINA,722,
41441,,"TOMMASO, D'AQUINO, S.",1946,BOLOGNA,ZANICHELLI,ARGOMENTI TRATTI DA VARIE OPERE DELL'AQUINATE,Library of Congress,0.480,Catalogue des livres de la bibliothéque de M. Pierre Antoine Bolongaro-Crevenna,"ocheda, tommaso de",1789,http://www.loc.gov/item/13004317/,"{""loc_id"": ""http://www.loc.gov/item/13004317/""}",41441,,FL,A. PASSERIN D'ENTREVES,I,,,,,,24,19,,183,
41442,,"TOMMASO, D'AQUINO, S.",1934,TORINO,SEI,ARGOMENTI TRATTI DA VARIE OPERE DELL'AQUINATE,Open Library,0.688,Summa Theologica,Thomas Aquinas,1467,https://openlibrary.org/works/OL15314568W,{},41442,,FL,"G. BERTETTI, CURAT.",I,eng,,,,,21,19,,723,
41443,,"TOMMASO, D'AQUINO, S.",COPYRIGHT 1953,TORINO,MARIETTI,CATENA AUREA,OPAC SBN,0.912,Catena aurea / S. Tommaso d'Aquino,Tommaso : d'Aquino <santo>,1954,https://opac.sbn.it/bid/CFI0502423,"{""bid"": ""IT\\ICCU\\CFI\\0502423""}",41443,,FL,"GUARIENTI P.A.,O.P., CURAT.",I,ITALIANO,,2 v. ; 16 cm.,,,24,19,,598,
41444,,"TOMMASO, D'AQUINO, S.",COPYRIGHT 1941,VERONA,LA SCALIGERA,CLASSICI DI FILOSOFIA,Open Library,0.688,Summa Theologica,Thomas Aquinas,1467,https://openlibrary.org/works/OL15314568W,{},41444,,FL,"G. MAZZONI, CURAT.",I,eng,,,,,19,19,,147,
41445,"IL PROBLEMA DELLA CONOSCENZA ESTRATTI DALLA ""SOMMA TEOLOGICA""","TOMMASO, D'AQUINO, S.",COPYRIGHT 1931,TORINO,PARAVIA,CLASSICI DI FILOSOFIA,OPAC SBN,0.690,"Il problema della conoscenza : estratti dalla Somma Teologica / S. Tommaso d'Aquino ; traduzione, introduzione e note di Mariano Maresca",Tommaso : d'Aquino <santo>,1935,https://opac.sbn.it/bid/RAV0104677,"{""bid"": ""IT\\ICCU\\RAV\\0104677""}",41445,,FL,"G. MARINO, CURAT.",I,ITALIANO,,102 p. ; 20 cm,,,19,19,,122,
41446,"LA MORALE ESTRATTI DALLA ""SOMMA TEOLOGICA""","TOMMASO, D'AQUINO, S.",COPYRIGHT 1941,TORINO,SEI,CLASSICI DI FILOSOFIA,Open Library,0.582,Summa Theologica,Thomas Aquinas,1467,https://openlibrary.org/works/OL15314568W,{},41446,,FL,"U. PUCCI, CURAT.",I,eng,,,,,19,19,,227,
41447,,"TOMMASO, D'AQUINO, S.",COPYRIGHT 1959,TORINO,SEI,CLASSICI DI FILOSOFIA,Open Library,0.688,Summa Theologica,Thomas Aquinas,1467,https://openlibrary.org/works/OL15314568W,{},41447,,FL,"G. MAJOCCHI, CURAT.",I,eng,,,,,19,19,,194,
41448,,"TOMMASO, D'AQUINO, S.",COPYRIGHT 1952,TORINO,SEI,CLASSICI DI FILOSOFIA,Open Library,0.688,Summa Theologica,Thomas Aquinas,1467,https://openlibrary.org/works/OL15314568W,{},41448,,FL,"V. MIANO, CURAT.",I,eng,,,,,19,19,,172,
41449,,"TOMMASO, D'AQUINO, S.",COPYRIGHT 1966,TORINO,SEI,CLASSICI DI FILOSOFIA,Open Library,0.688,Summa Theologica,Thomas Aquinas,1467,https://openlibrary.org/works/OL15314568W,{},41449,,FL,"G. DI NAPOLI, CURAT.",I,eng,,,,,19,19,,79,
41450,,"TOMMASO, D'AQUINO, S.",COPYRIGHT 1931,BRESCIA,LA SCUOLA,CLASSICI DI FILOSOFIA,OPAC SBN,0.313,Tantalo e la legge del padre : dalle influenze surrealiste all'eredità senecana : il progetto artaudiano di un teatro della crudeltà : tesi di dottorato / Paola Lalario ; direttore della Scuola di dottorato: Alberto Olivetti ; tutor: Gioachino Chiarini,"Lalario, Paola",2011,https://opac.sbn.it/bid/CFI0792937,"{""bid"": ""IT\\ICCU\\CFI\\0792937""}",41450,,FL,"M.CASOTTI, CURAT.",I,ITALIANO,"A. a. 2010/2011 | In testa al frontespizio: Università degli studi di Siena, Facoltà di lettere e filosofia, Dipartimento studi classici, dottorato logos e rappresentazione: studi interdisciplinari di letteratura, estetica, arti e spettacolo, sezione innovazione e tradizione, XXIV ciclo",1 volume : ill,,,19,19,,208,
41451,,"TOMMASO, D'AQUINO, S.",COPYRIGHT 1981,ROMA,CITTA' NUOVA,TESTI ASCETICI E MISTICI,Open Library,0.738,Fede e opere,Thomas Aquinas,1981,https://openlibrary.org/works/OL546536W,{},41451,,FL,"E. SONZINI, S.I.,CURAT.",I,ita,,,,,18,19,,281,
41452,,"MASNOVO, AMATO",COPYRIGHT 1950,MILANO,VITA E PENSIERO,CONCORDANZE E SVILUPPI,OPAC SBN,1.040,S. Agostino e S. Tomaso : concordanze e sviluppi / Amato Masnovo,"Masnovo, Amato",1950,https://opac.sbn.it/bid/LO10018507,"{""bid"": ""IT\\ICCU\\LO1\\0018507""}",41452,,FL,,II,ITALIANO,,200 p. ; 19 cm.,,,18,19,,200,
41453,,"MASNOVO, AMATO",COPYRIGHT 1920,BRESCIA,LA SCUOLA,SAGGI E DOCUMENTI,OPAC SBN,0.980,Introduzione alla somma teologica di s.Tommaso : saggi e documenti / Amato Masnovo,"Masnovo, Amato",1917,https://opac.sbn.it/bid/LIA0595068,"{""bid"": ""IT\\ICCU\\LIA\\0595068""}",41453,,FL,,I,ITALIANO,Data dalla pref.,"125 p., [1] c. di tav. ripieg. ; 26 cm",,,25,19,,127,
41454,,"CHENU, M.-D., O.P.",COPYRIGHT 1977,TORINO,GRIBAUDI,RITORNO ALLE FONTI,OPAC SBN,0.524,"¿Es ciencia la teología? / M.R.P. Chenu, O.P","Chenu, Marie-Dominique",1959,https://opac.sbn.it/bid/IEI0332625,"{""bid"": ""IT\\ICCU\\IEI\\0332625""}",41454,,FL,"C. CAMANDONE, TRAD.",I,SPAGNOLO,,152 p. ; 19 cm,,,17,19,,140,
41455,INTRODUZIONE A SAN TOMMASO LA METAFISICA TOMISTA E IL PENSIERO MODERNO,"FABRO, CORNELIO",COPYRIGHT 1983,MILANO,ARES,CLASSICI/MODERNI,OPAC SBN,0.976,Introduzione a san Tommaso : la metafisica tomista e il pensiero moderno / Cornelio Fabro,"Fabro, Cornelio",1983,https://opac.sbn.it/bid/CFI0008195,"{""bid"": ""IT\\ICCU\\CFI\\0008195""}",41455,,FL,,I,ITALIANO,,390 p. ; 20 cm,,,20,19,,390,
41456,,"TOMMASO, D'AQUINO, S.",COPYRIGHT 1965,NAPOLI,LIBR. SCIENTIFICA,ESTRATTI DALLA SOMMA,OPAC SBN,0.852,L'anima umana : estratti dalla Somma teologica / s. Tommaso ; a cura di Giuseppe Mazzoni,Tommaso : d'Aquino <santo>,1941,https://opac.sbn.it/bid/CFI0503112,"{""bid"": ""IT\\ICCU\\CFI\\0503112""}",41456,,FL,N. PETRUZZELLIS,V,ITALIANO,,147 p. ; 20 cm.,,,21,19,,215,
41457,,"BOCHENSKI, JOSEPH M.",COPYRIGHT 1974,BRESCIA,LA SCUOLA,ANALISI E SINTESI,OPAC SBN,0.833,Formale Logik / Joseph M. Bochenski,"Bocheński, Joseph M.",2002,https://opac.sbn.it/bid/PUV0886661,"{""bid"": ""IT\\ICCU\\PUV\\0886661""}",41457,,FL,"A. SACCHI BALESTRIERI, TRAD.",I,TEDESCO,,"XXIII, 645 p. : ill. ; 22 cm.",,,21,0,,127,
41458,,"BETTONI, EFREM O.F.M.",COPYRIGHT 1943,MILANO,VITA E PENSIERO,QUADERNI - RIV. DI FILOSOFIA NEOSCOLASTICA,OPAC SBN,0.781,Vent'anni di studi scotisti (1920-1940) : saggio bibliografico / fr. Efrem Bettoni O. F. M,"Bettoni, Efrem",1943,https://opac.sbn.it/bid/RAV0256314,"{""bid"": ""IT\\ICCU\\RAV\\0256314""}",41458,,FL,,I,ITALIANO,,"III, 105 p. ; 26 cm.",,,25.5,12,SAGGIO BIBLIOGRAFICO,105,
41459,,"BETTONI, EFREM O.F.M.",COPYRIGHT 1943,MILANO,VITA E PENSIERO,QUADERNI -SCIENZE  FILOSOFICHE - VOL.XXVII,OPAC SBN,0.781,Vent'anni di studi scotisti (1920-1940) : saggio bibliografico / fr. Efrem Bettoni O. F. M,"Bettoni, Efrem",1943,https://opac.sbn.it/bid/RAV0256314,"{""bid"": ""IT\\ICCU\\RAV\\0256314""}",41459,,FL,,I,ITALIANO,,"III, 105 p. ; 26 cm.",,,25.5,12,,123,
41460,DUNS SCOTO FILOSOFO,"BETTONI, EFREM O.F.M.",COPYRIGHT 1966,MILANO,VITA E PENSIERO,SAGGI  SU SCOTO,OPAC SBN,0.733,Duns Scoto : filosofo / Efrem Bettoni o.f.m,"Bettoni, Efrem",1966,https://opac.sbn.it/bid/MOD0211816,"{""bid"": ""IT\\ICCU\\MOD\\0211816""}",41460,,FL,,I,ITALIANO,,"VII, 290 p. ; 20 cm",,,19.5,12,,290,
41461,JEAN DUNS SCOT INTRODUCTION A SES POSITIONS FONDAMENTALES,"GILSON, ETIENNE",COPYRIGHT 1952,PARIS,J. VRIN,ETUDES DE PHILOSOPHIE MEDIEVALE N. XLII,OPAC SBN,0.921,Jean Duns Scot : introduction a ses positions fondamentales / par Etienne Gilson,"Gilson, Étienne",1952,https://opac.sbn.it/bid/RAV0210793,"{""bid"": ""IT\\ICCU\\RAV\\0210793""}",41461,,FL,,I,FRANCESE,,700 p. ; 26 cm.,,,25.5,19,,700,
41462,,"BETTONI, EFREM O.F.M.",COPYRIGHT 1945,BRESCIA,LA SCUOLA,GLI UOMINI E LA CIVILTA'/MAESTRI DEL PENSIERO,OPAC SBN,0.721,Duns Scoto : filosofo / Efrem Bettoni o.f.m,"Bettoni, Efrem",1966,https://opac.sbn.it/bid/MOD0211816,"{""bid"": ""IT\\ICCU\\MOD\\0211816""}",41462,,FL,,I,ITALIANO,,"VII, 290 p. ; 20 cm",,,15.5,19,,165,
41463,L'ASCESA A DIO ITINERARIUM MENTIS IN DEUM,"BONAVENTURA, S.",COPYRIGHT 1984,MILANO,ED. O.R.,COLLANA FRANCESCANA,OPAC SBN,0.579,L'ascesa a Dio : (Itinerarium mentis in Deum) / san Bonaventura ; introduzione e note di p. Efrem Bettoni ; versione di p. S. Olgiati,Bonaventura : da Bagnorea <santo>,1984,https://opac.sbn.it/bid/CFI0055934,"{""bid"": ""IT\\ICCU\\CFI\\0055934""}",41463,,FL,"P.S. OLGIATI, TRAD. - P.E. BETTONI, INTROD.",I,ITALIANO,,"XXXI, 76 p. ; 20 cm. \\I",,,19,19,,"XXXI, 76",
41464,,"CORVINO, FRANCESCO",COPYRIGHT 1980,BARI,DEDALO,SAGGI/53,Open Library,0.530,Bonaventura da Bagnoregio francescano e pensatore,Francesco Corvino,1980,https://openlibrary.org/works/OL6101453W,{},41464,,FL,,I,ita,,,,,21,19,,552,
41465,,,COPYRIGHT 1973,CITTA' DI CASTELLO -PE,ED. ANTONIANUM,MONOGRAFIA ILLUSTRATA PER IL 7 CENTENARIO,NOT_FOUND,0.000,,,,,{},41465,,FL,A.V.,I,,,,,,30,19,,146,
41466,,"BACONE, FRANCESCO",COPYRIGHT 1940,VERONA,LA SCALIGERA,CLASSICI DI FILOSOFIA E DI PEDAGOGIA,OPAC SBN,0.648,"Francesco Bacone : modernità religiosa, scienza e ideologia / Francesco Luciani","Luciani, Francesco",1995,https://opac.sbn.it/bid/CFI0317051,"{""bid"": ""IT\\ICCU\\CFI\\0317051""}",41466,,FL,"M. PAPA, CURAT.",I,ITALIANO,,130 p. ; 22 cm.,,,20,20,,102,
41467,,"BRUNO, GIORDANO",COPYRIGHT 1941,VERONA,LA SCALIGERA,CLASSICI DI FILOSOFIA E DI PEDAGOGIA  -XXII,OPAC SBN,0.516,La cipolla di Tropea / Bruno Giordano,"Giordano, Bruno",1932,https://opac.sbn.it/bid/CSA0018296,"{""bid"": ""IT\\ICCU\\CSA\\0018296""}",41467,,FL,"B. MICARDI, CURAT.",I,ITALIANO,"Estr. da: Calabria agricola, a. 1932-9, n. 12 | In testa al front.: Cattedra ambulante di agricoltura per la provincia di Catanzaro, Sezione ordinaria di Vibo Valentia. Trattasi di fotocopie",11 p. : ill. ; 27 cm,,,20,20,,131,
41468,,"BERKELEY, GIORGIO",COPYRIGHT 1970,TORINO,SEI,I CLASSICI DELLA FILOSOFIA,OPAC SBN,0.743,Principii della conoscenza umana / Giorgio Berkeley,"Berkeley, George",1942,https://opac.sbn.it/bid/UM10167739,"{""bid"": ""IT\\ICCU\\UM1\\0167739""}",41468,,FL,"G. SANTINELLO, CURAT.",I,ITALIANO,,116 p. ; 21 cm.,,,20,20,,91,
41469,,"SPINOZA, BENEDETTO",COPYRIGHT 1938,TORINO,PARAVIA,PICCOLA BIBLIOTECA DI FILOSOFIA E PEDAGOGIA,OPAC SBN,0.625,Oeuvres / \Benedetto de Spinoza!,"Spinoza, Benedictus : de",,https://opac.sbn.it/bid/FER0115768,"{""bid"": ""IT\\ICCU\\FER\\0115768""}",41469,,FL,"P. MARTINETTI, CURAT.",I,FRANCESE,,v.,,,20,20,,150,
